source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/lp/study-loan-eligibility,Propelld,16,KILL,duplicate-target
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply with Propelld today,17,KILL,duplicate-target
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/blog/types-of-education-loan,Types of Education Loan in 2025: Interest Rates & Benefits,18,KEEP,compliant
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility, Interest Rates and How to Apply",19,KEEP,compliant
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/blog/is-education-loan-worth-it,Is Education Loan Worth It? Key Advantages & Considerations,20,KEEP,compliant
/site/blog/abroad-education-loan-in-ahmedabad,post-body-2nd-half,/site/blog/lowest-interest-rate-on-education-loan,Know the Lowest Interest Rate on Education Loan in 2026,21,REVIEW,cross-category
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/sbi-education-loan-for-abroad,State Bank of India,0,REVIEW,cross-category
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/axis-bank-abroad-education-loan,Axis Bank,1,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/icici-education-loan,ICICI Bank,2,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/idfc-education-loan,IDFC First Bank,3,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/union-bank-education-loan,Union Bank of India,4,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/hdfc-credila-education-loan,HDFC Credila,5,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,6,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,How to Get an Education Loan for Abroad Studies in 2024,7,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/lp/study-loan-eligibility,Get an Education Loan with Higher Chances of Approval,8,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",9,KILL,duplicate-target
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/best-education-loans-in-india,5 Best Education Loans in India: Complete 2025 Guide!,10,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/,Propelld,11,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/banks-that-give-education-loans-without-collateral-for-abroad,Education Loan Without Collateral for Abroad: Lenders & ROI,12,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/education-loan-benefits,Education Loan Benefits in India and Abroad 2025,13,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/,Propelld,14,KILL,duplicate-target
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/lp/study-loan-eligibility,Check Your Education Loan Eligibility with Propelld,15,KILL,duplicate-target
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/types-of-education-loan,Types of Education Loan in 2025: Interest Rates & Benefits,16,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/education-loan-eligibility-and-application-process,"Education Loan Eligibility, Interest Rates and How to Apply",17,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/is-education-loan-worth-it,Is Education Loan Worth It? Key Advantages & Considerations,18,KEEP,compliant
/site/blog/abroad-education-loan-in-chandigarh,post-body,/site/blog/lowest-interest-rate-on-education-loan,Know the Lowest Interest Rate on Education Loan in 2025,19,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/blog/non-banking-financial-companies,Non-Banking Financial Companies (NBFCs),0,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/sbi-education-loan-for-abroad,State Bank Of India,1,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site,Propelld,1,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/union-bank-education-loan,Union Bank of India,2,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/lp/study-loan-eligibility,Apply with Propelld today,2,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/icici-education-loan,ICICI Bank,3,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/blog/how-to-study-abroad-for-free,How to Study Abroad for Free in 2024: Top Scholarships & More,3,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,4,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/blog/australia-study-abroad,"Australia Study Abroad: Top Universities, Courses, Visa & Costs",4,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/axis-bank-abroad-education-loan,Axis Bank,5,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/blog/germany-study-abroad,"Germany Study Abroad: Explore Costs, Universities & More",5,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,6,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body-2nd-half,/site/blog/ireland-study-abroad,"Ireland Study Abroad 2024: Universities, Admission and More",6,REVIEW,cross-category
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/hdfc-credila-education-loan,HDFC Credila,7,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/auxilo-education-loan,Auxilo,8,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/lp/study-loan-eligibility,Get an Education Loan with Higher Chances of Approval.,9,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/co-applicant-in-education-loan,co-applicant,10,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/credila-vs-icici-bank-education-loan,Credila vs ICICI Bank Education Loan,11,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/what-is-collateral,collateral,12,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/lp/study-loan-eligibility,Education Loan - Min Docs. Max Approval. Min Hassle. Max Tenure.,13,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,how to get an education loan for abroad studies,14,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/secured-vs-unsecured-education-loans,Secured vs Unsecured Education Loans,15,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/sbi-education-loan-for-abroad,SBI,16,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/union-bank-education-loan,Union Bank of India (UBI),17,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/axis-bank-education-loan,Axis Bank,18,KEEP,compliant
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/icici-education-loan,ICICI Bank,19,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,20,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,21,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/hdfc-credila-education-loan,HDFC Credila,22,KILL,duplicate-target
/site/blog/abroad-education-loan-in-guntur,post-body,/site/blog/auxilo-education-loan,Auxilo,23,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/sbi-education-loan-for-abroad,SBI,1,REVIEW,cross-category
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/union-bank-education-loan,Union Bank of India (UBI),2,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,3,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/axis-bank-abroad-education-loan,Axis Bank,4,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/icici-education-loan,ICICI Bank,5,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,6,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/hdfc-credila-education-loan,HDFC Credila,7,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/auxilo-education-loan,Auxilo,8,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/education-loan-for-abroad-studies,Education Loan for Abroad Studies,9,REVIEW,cross-category
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/lp/study-loan-eligibility,Get an Education Loan with Higher Chances of Approval.,10,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/what-is-collateral,collateral,11,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/co-applicant-in-education-loan,co-applicant,13,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/education-loan-moratorium-period,moratorium periods,14,REVIEW,cross-category
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/nbfc-education-loan,"NBFC Education Loan: Top Lenders, Interest Rates in 2025 & How to Apply",15,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now!",16,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/sbi-education-loan-for-abroad,SBI,17,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/axis-bank-education-loan,Axis Bank,18,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/icici-education-loan,ICICI Bank,19,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/union-bank-education-loan,Union Bank of India (UBI),20,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,21,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/hdfc-credila-education-loan,HDFC Credila,22,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/auxilo-education-loan,Auxilo,23,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/education-loan-without-collateral,get an education loan without collateral,24,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site,Propelld,25,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/lp/study-loan-eligibility,Apply with Propelld today,26,KILL,duplicate-target
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/lowest-interest-rate-on-education-loan,Lowest Interest Rate on Education Loan in 2024- List of Banks,27,REVIEW,cross-category
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/jodo-education-loan,"Jodo Education Loan: Eligibility, Interest Rate, and Application Process",28,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/education-loan-for-canada,Education Loan for Canada: Eligibility & How to Apply,29,KEEP,compliant
/site/blog/abroad-education-loan-in-mumbai,post-body,/site/blog/education-loan-for-ms-abroad,Education Loan for MS Abroad: Eligibility & Interest Rates,30,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/sbi-education-loan-for-abroad,State Bank Of India,0,REVIEW,cross-category
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,1,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/union-bank-education-loan,Union Bank of India,2,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/icici-education-loan,ICICI Bank,3,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,4,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/axis-bank-abroad-education-loan,Axis Bank,5,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/hdfc-credila-education-loan,HDFC Credila,6,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/auxilo-education-loan,Auxilo,7,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/lp/study-loan-eligibility,Get an Education Loan 10X Faster than Banks.,8,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/complete-bank-of-baroda-education-loan,Complete Bank of Baroda Education Loan College List,10,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/co-applicant-in-education-loan,co-applicant,11,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/what-is-collateral,collateral,12,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/pradhan-mantri-vidyalaxmi-scheme,PM Vidyalaxmi Scheme,13,REVIEW,cross-category
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/secured-vs-unsecured-education-loans,Secured vs Unsecured Education Loans,14,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/sbi-education-loan-for-abroad,SBI,15,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/bank-of-baroda-education-loan,Bank of Baroda,16,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/axis-bank-education-loan,Axis Bank,17,KEEP,compliant
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/icici-education-loan,ICICI Bank,18,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/union-bank-education-loan,Union Bank of India (UBI),19,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/idfc-first-bank-vs-icici-bank-education-loan,IDFC FIRST Bank,20,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/hdfc-credila-education-loan,HDFC Credila,21,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/blog/auxilo-education-loan,Auxilo,22,KILL,duplicate-target
/site/blog/abroad-education-loan-in-vadodara,post-body-2nd-half,/site/lp/study-loan-eligibility,"Minimal Docs, Maximum Approval - Apply Now",23,KILL,duplicate-target
